run_id	cell_id	cell	seed_block_id	master_seed	H	f	e	R	alpha	u	richness	shannon	simpson	hill_q1	hill_q2	evenness	gene_diversity	top_frequency	richness_change_pct	hill_q1_change_pct	hill_q2_change_pct	evenness_change	total_variation	jensen_shannon	original_strains_lost	original_strains_retained	final_mutant_richness	mutant_abundance_fraction	generated_mutant_lineages	maximum_mutants_in_one_transition	adult_mutant_lineages	released_mutant_lineages	root_richness	root_hill_q1	root_hill_q2	root_evenness	root_total_variation	infection_richness_g5	pooled_adult_richness_g5	release_richness_g5	median_original_occupancy_hosts_g5	median_original_occupancy_fraction_g5	original_strains_in_pooled_adults_g5	elapsed_minutes	output_mib	peak_rss_mib
p01-s01-c0005-sb0002	p01-s01-c0005	c0005	sb0002	667	10000	0.0001	100000	1000000000	0.5	0.0	100	3.5239216634033252	0.9545489530777541	33.917179753358695	22.00169341997167	0.7652098665376962	0.9545489530777541	0.094122108	0.0	-0.9078578540055782	-0.9199466147274182	-0.0019803915158814744	0.023407454000000008	0.0008645178579903508	0	100	0	0.0	0	0	0	0	100	33.917179753358695	22.00169341997167	0.7652098665376962	0.023407454000000008	100	100	100	88.0	0.0088	100	5.5650648390330995	10.758341789245605	107.05859375
p01-s01-c0005-sb0003	p01-s01-c0005	c0005	sb0003	668	10000	0.0001	100000	1000000000	0.5	0.0	100	3.528505189503545	0.9551823087281754	34.07299685508742	22.31261744240422	0.7662051665841887	0.9551823087281754	0.091733305	0.0	-0.4526239428856327	0.480235096441084	-0.0009850914693889656	0.020519125000000017	0.0005683895618453763	0	100	0	0.0	0	0	0	0	100	34.07299685508742	22.31261744240422	0.7662051665841887	0.020519125000000017	100	100	100	86.5	0.00865	100	7.105693953883989	10.7638521194458	106.953125
p01-s01-c0006-sb0001	p01-s01-c0006	c0006	sb0001	666	100000	1e-05	10000	1000000000	0.5	0.0	100	3.531688676549708	0.9548944219593409	34.181640640486286	22.170206955303396	0.7668964520128683	0.9548944219593409	0.094033276	0.0	-0.13521118910390095	-0.1610809329770979	-0.00029380604070938787	0.0059693270000000034	5.8098454492384386e-05	0	100	0	0.0	0	0	0	0	100	34.181640640486286	22.170206955303396	0.7668964520128683	0.0059693270000000034	100	100	100	829.5	0.008295	100	52.7145824091994	111.46346759796143	107.0546875
p01-s01-c0006-sb0002	p01-s01-c0006	c0006	sb0002	667	100000	1e-05	10000	1000000000	0.5	0.0	100	3.5358276459633635	0.9550028452377977	34.32341059396727	22.223627366768536	0.7677952178014267	0.9550028452377977	0.093227168	0.0	0.27898269389361463	0.07948678691598321	0.000604959747849021	0.005703613000000001	6.4471788084132e-05	0	100	0	0.0	0	0	0	0	100	34.32341059396727	22.223627366768536	0.7677952178014267	0.005703613000000001	100	100	100	812.0	0.00812	100	69.99439989383293	111.51659679412842	107.17578125
p01-s01-c0006-sb0003	p01-s01-c0006	c0006	sb0003	668	100000	1e-05	10000	1000000000	0.5	0.0	100	3.533318356980928	0.9550234506497494	34.237391206809754	22.233808828076043	0.7672503326221405	0.9550234506497494	0.093714217	0.0	0.027669188422119184	0.12533688175333513	6.0074568562829e-05	0.005871853000000014	4.852008431405741e-05	0	100	0	0.0	0	0	0	0	100	34.237391206809754	22.233808828076043	0.7672503326221405	0.005871853000000014	100	100	100	874.5	0.008745	100	72.98663410270044	111.52577877044678	106.66015625
p01-s01-c0007-sb0001	p01-s01-c0007	c0007	sb0001	666	100	0.01	10000000	1000000000	0.5	1e-12	102	3.4995636543842057	0.9548926925474642	33.10100532850618	22.16935695069475	0.7566668596045447	0.9548926925474642	0.101025752	2.0000000000000018	-3.2923860698399587	-0.16490875206333078	-0.010523398449032939	0.229499334	0.053898878639178915	0	100	2	3e-09	246	1	8	2	100	33.10100364259997	22.169356891727976	0.7599205810243379	0.229499334	63	58	57	3.0	0.03	56	0.13681078165148694	0.16129493713378906	106.08203125
p01-s01-c0007-sb0002	p01-s01-c0007	c0007	sb0002	667	100	0.01	10000000	1000000000	0.5	1e-12	100	3.4958076789459716	0.9597394488357794	32.976911957224445	24.838209390652757	0.7591049923806249	0.9597394488357794	0.088230446	0.0	-3.654936201538561	11.8537135049136	-0.008085265672952757	0.25075478399999995	0.05285413984067258	0	100	0	0.0	246	2	1	1	100	32.976911957224445	24.838209390652757	0.7591049923806249	0.25075478399999995	58	51	51	4.0	0.04	50	0.13665835200032841	0.15993118286132812	106.203125
p01-s01-c0007-sb0003	p01-s01-c0007	c0007	sb0003	668	100	0.01	10000000	1000000000	0.5	1e-12	101	3.555493772860192	0.9629010596741894	35.00510026955185	26.95494780222266	0.7704010675096495	0.9629010596741894	0.076133184	1.0000000000000009	2.270601417021534	21.38600498892398	0.0032108094560718836	0.20434856499999998	0.051657654434499434	0	100	1	1e-09	281	1	11	3	100	35.00509965718956	26.95494778107072	0.7720656591986087	0.20434856499999995	57	53	51	5.0	0.05	49	0.17123004160045335	0.16340160369873047	106.6015625
p01-s01-c0008-sb0001	p01-s01-c0008	c0008	sb0001	666	100	0.01	10000000	1000000000	0.5	1e-11	104	3.496485687917379	0.9556333327605788	32.999278180774056	22.539443736072855	0.7528405260986513	0.9556333327605788	0.078945322	4.0000000000000036	-3.589591234198597	1.501700165373987	-0.014349731954926392	0.22415068	0.04713435057172663	0	100	4	5e-09	2588	3	68	20	100	32.999275143655765	22.539443421498927	0.7592522001727636	0.22415067599999997	65	66	59	3.0	0.03	57	0.13655832905011872	0.24564361572265625	106.6171875
p01-s01-c0008-sb0002	p01-s01-c0008	c0008	sb0002	667	100	0.01	10000000	1000000000	0.5	1e-11	100	3.4957947049064257	0.9597379966671977	32.97648411624003	24.83731352695211	0.7591021751037336	0.9597379966671977	0.088239127	0.0	-3.656186178097698	11.849679168938088	-0.008088082949844089	0.25075519299999993	0.05285329510697321	0	100	0	0.0	2585	3	55	7	100	32.97648411624003	24.83731352695211	0.7591021751037336	0.25075519299999993	58	61	51	4.0	0.04	50	0.13708082244847902	0.24352550506591797	106.74609375
p01-s01-c0008-sb0003	p01-s01-c0008	c0008	sb0003	668	100	0.01	10000000	1000000000	0.5	1e-11	107	3.533534160116437	0.9613562225257775	34.244780540475844	25.87738739224065	0.7561873728514896	0.9613562225257775	0.087191739	7.000000000000006	0.0492578024321455	16.5334356476041	-0.01100288520208803	0.19774617399999997	0.05074773012477754	0	100	7	9e-09	2571	2	64	20	100	34.244774851656864	25.877386736218796	0.7672971576046201	0.197746167	56	69	55	4.0	0.04	49	0.13750869316669803	0.24539470672607422	106.3828125
p01-s01-c0009-sb0001	p01-s01-c0009	c0009	sb0001	666	100	0.01	10000000	1000000000	0.5	1e-10	141	3.4889685528553884	0.9546784332155013	32.752148168301915	22.064550520835688	0.7050187582628449	0.9546784332155013	0.101021357	40.99999999999999	-4.311604164003169	-0.6368827254907394	-0.062171499790732776	0.234131704	0.05585274328375034	0	100	41	5.8e-08	25456	4	544	124	100	32.752114044653574	22.06454736398317	0.7576196687791087	0.23413168	63	160	82	3.0	0.03	55	0.13703219888266177	1.063161849975586	107.98828125
p01-s01-c0009-sb0002	p01-s01-c0009	c0009	sb0002	667	100	0.01	10000000	1000000000	0.5	1e-10	148	3.5191683743416906	0.9601430049275379	33.75634414572607	25.089698763841806	0.7042263129020336	0.9601430049275379	0.085542914	48.0	-1.3777537890321767	12.986243626380567	-0.06296394515154402	0.247076056	0.05575544379762651	0	100	48	6.8e-08	25471	3	582	144	100	33.756303877420734	25.089695462921878	0.7641774438950871	0.24707603700000003	57	159	81	5.0	0.05	52	0.13673958771590453	1.064009666442871	108.12890625
p01-s01-c0009-sb0003	p01-s01-c0009	c0009	sb0003	668	100	0.01	10000000	1000000000	0.5	1e-10	144	3.534179643123393	0.9613314916578244	34.266892099941884	25.860837225761415	0.711129257798258	0.9613314916578244	0.087208385	43.99999999999999	0.11385874536467	16.458905412726388	-0.05606100025531968	0.197167194	0.05037658037775142	0	100	44	5.8e-08	25316	3	554	124	100	34.266856764195495	25.86083427501357	0.7674371346110247	0.19716716899999998	55	177	80	4.0	0.04	49	0.17144248614980218	1.0590295791625977	108.39453125
p01-s01-c0010-sb0001	p01-s01-c0010	c0010	sb0001	666	100	0.01	10000000	1000000000	0.5	1e-09	519	3.4947869236323346	0.954784312406826	32.94326777327781	22.116217915283126	0.55899562580329	0.954784312406826	0.101034073	419.00000000000006	-3.753230761471593	-0.40420935338187913	-0.20819463225028767	0.23211542100000002	0.05463004337085392	0	100	419	5.81e-07	253714	8	5713	1298	100	32.942928174309344	22.11618900445906	0.7588810996850072	0.232115182	63	1181	321	3.0	0.03	56	0.2395597271330189	9.245038032531738	122.8359375
p01-s01-c0010-sb0002	p01-s01-c0010	c0010	sb0002	667	100	0.01	10000000	1000000000	0.5	1e-09	522	3.5191954322955072	0.960144891795795	33.757257535684154	25.09088659040427	0.562381331841609	0.960144891795795	0.085532465	422.0	-1.3750852367462985	12.991592756421388	-0.20480892621196867	0.24708221899999996	0.05575121195207175	0	100	422	5.38e-07	253517	8	5671	1279	100	33.75693329180799	25.09085916929004	0.7641814927484185	0.24708203399999998	57	1187	304	5.0	0.05	52	0.2394564505336651	9.220596313476562	123.0078125
p01-s01-c0010-sb0003	p01-s01-c0010	c0010	sb0003	668	100	0.01	10000000	1000000000	0.5	1e-09	533	3.553903925952576	0.9626615934152809	34.949491735378636	26.78207485182976	0.5660415384223592	0.9626615934152809	0.078190157	433.0	2.1081359994103543	20.607507587526207	-0.2011487196312185	0.201439868	0.05134589248411971	0	100	433	5.69e-07	253663	8	5689	1306	100	34.949139212924706	26.7820450294875	0.7717182418336886	0.201439661	58	1200	324	5.0	0.05	49	0.2390191607332478	9.237296104431152	123.46484375
p01-s01-c0011-sb0001	p01-s01-c0011	c0011	sb0001	666	100	1e-05	10000	1000000	0.000999000999001	0.0	100	3.533086192955188	0.954968019610812	34.229443438864955	22.206440653009707	0.7671999188445029	0.954968019610812	0.0935056	0.0	0.004449057601796369	0.002089993667508949	9.66079092523664e-06	0.00042250600000000353	2.3896542617052966e-07	0	100	0	0.0	0	0	0	0	100	34.229443438864955	22.206440653009707	0.7671999188445029	0.00042250600000000353	65	51	51	3.0	0.03	51	0.13869724511750975	0.14477825164794922	106.84375
p01-s01-c0011-sb0002	p01-s01-c0011	c0011	sb0002	667	100	1e-05	10000	1000000	0.000999000999001	0.0	100	3.532918123858004	0.9549689899909392	34.223691010625316	22.20691918299825	0.7671634231037601	0.9549689899909392	0.093410281	0.0	-0.012357187520950497	0.004244954011056734	-2.683494981758905e-05	0.0004109570000000058	2.649308259892608e-07	0	100	0	0.0	0	0	0	0	100	34.223691010625316	22.20691918299825	0.7671634231037601	0.0004109570000000058	69	46	46	3.5	0.035	46	0.10283939980048065	0.14724063873291016	105.29296875
p01-s01-c0011-sb0003	p01-s01-c0011	c0011	sb0003	668	100	1e-05	10000	1000000	0.000999000999001	0.0	100	3.5332573649515617	0.95497923609918	34.23530306252057	22.211973173155915	0.7672370883712436	0.95497923609918	0.093379761	0.0	0.021568483934597538	0.02700454824191567	4.683031766594681e-05	0.00034720100000000347	2.546929121592782e-07	0	100	0	0.0	0	0	0	0	100	34.23530306252057	22.211973173155915	0.7672370883712436	0.00034720100000000347	73	54	54	2.5	0.025	54	0.10266126141650603	0.14738178253173828	106.796875
p01-s01-c0012-sb0001	p01-s01-c0012	c0012	sb0001	666	1000	0.01	10000000	10000000000	0.909090909091	0.0	100	3.486522896619955	0.9529517716538833	32.6721455422471	21.254785464892823	0.7570888275156941	0.9529517716538833	0.112779556	0.0	-4.54533915172105	-4.283491349694113	-0.010101430537883593	0.08936864200000003	0.01735333933154412	0	100	0	0.0	0	0	0	0	100	32.6721455422471	21.254785464892823	0.7570888275156941	0.08936864200000003	78	77	77	15.0	0.015	77	0.5808324354487316	1.1025829315185547	106.515625
p01-s01-c0012-sb0002	p01-s01-c0012	c0012	sb0002	667	1000	0.01	10000000	10000000000	0.909090909091	0.0	100	3.511703533200348	0.9563685204224426	33.505296580041176	22.919231932587643	0.762556733274532	0.9563685204224426	0.090622045	0.0	-2.111212208781521	3.211997371480124	-0.004633524779045661	0.14057432	0.023617413004992687	0	100	0	0.0	0	0	0	0	100	33.505296580041176	22.919231932587643	0.762556733274532	0.14057432	78	74	74	17.0	0.017	74	0.6153213552664966	1.0961503982543945	106.84765625
p01-s01-c0012-sb0003	p01-s01-c0012	c0012	sb0003	668	1000	0.01	10000000	10000000000	0.909090909091	0.0	100	3.462538929242892	0.9540136534320905	31.89786020229197	21.745584823166343	0.7518807751726909	0.9540136534320905	0.093563402	0.0	-6.807484575554401	-2.0732784496699574	-0.015309482880886738	0.10889378199999998	0.01614486677254333	0	100	0	0.0	0	0	0	0	100	31.89786020229197	21.745584823166343	0.7518807751726909	0.10889378199999998	79	76	76	15.0	0.015	76	0.6492165779985953	1.0968561172485352	106.3671875
p01-s01-c0013-sb0001	p01-s01-c0013	c0013	sb0001	666	1000	0.001	1000000	1000000000	0.5	1e-10	169	3.5108796794813992	0.9539262858117474	33.4777044843352	21.704349597562317	0.6843955162834141	0.9539262858117474	0.099575716	69.0	-2.191825039496964	-2.2589727176617114	-0.08279474177016355	0.059044876	0.005273273159465035	0	100	69	7e-08	253676	4	562	239	100	33.47766207439289	21.704346794998646	0.76237756062771	0.059044830000000006	93	1298	146	13.0	0.013	87	2.2489522596665967	10.522361755371094	116.03125
p01-s01-c0013-sb0002	p01-s01-c0013	c0013	sb0002	667	1000	0.001	1000000	1000000000	0.5	1e-10	156	3.5356235401615326	0.9556065671988072	34.31640570162031	22.525854319000363	0.7001434367803392	0.9556065671988072	0.089448898	56.00000000000001	0.25851726035197586	1.4405030500739713	-0.06704682127323847	0.05465886499999999	0.00591857345662343	0	100	56	6.1e-08	253261	4	583	230	100	34.316367774715125	22.52585142547602	0.7677506567958163	0.05465883	90	1290	142	12.0	0.012	89	1.0255524378153495	10.506261825561523	115.328125
p01-s01-c0013-sb0003	p01-s01-c0013	c0013	sb0003	668	1000	0.001	1000000	1000000000	0.5	1e-10	156	3.515021922746943	0.9548625793649418	33.616664885481974	22.154566785841094	0.6960637922548292	0.9548625793649418	0.091166865	56.00000000000001	-1.7858395205583744	-0.23151318542694588	-0.07112646579874848	0.06573820799999999	0.007307757849423585	0	100	56	5.6e-08	253746	4	546	262	100	33.616630641482296	22.154564232373474	0.7632770912093477	0.06573818000000001	92	1261	134	14.0	0.014	85	1.0238331294502132	10.524216651916504	115.33203125
p01-s01-c0014-sb0001	p01-s01-c0014	c0014	sb0001	666	10000	0.0001	100000	1000000000	0.5	1e-10	159	3.524560440786183	0.9542644430846281	33.938852201873495	21.86482613189514	0.6953298583236964	0.9542644430846281	0.095005389	59.00000000000001	-0.8445398138708371	-1.5362999994632753	-0.07186039972988123	0.023961972999999998	0.0008378167746535204	0	100	59	5.9e-08	2537283	5	578	276	100	33.93881559654472	21.864823534332167	0.7653483410759737	0.023961942000000003	100	11461	152	78.0	0.0078	100	19.3400782024158	109.85553932189941	124.859375
p01-s01-c0014-sb0002	p01-s01-c0014	c0014	sb0002	667	10000	0.0001	100000	1000000000	0.5	1e-10	157	3.5194641623910288	0.9543125790137847	33.76633034574022	21.887862751143633	0.6960627109283871	0.9543125790137847	0.096855134	57.00000000000001	-1.348578192520411	-1.432559372712927	-0.07112754712519054	0.021910139000000012	0.0007279572714669563	0	100	57	5.7e-08	2532066	5	574	263	100	33.766295505198755	21.887860105385	0.7642417084358568	0.02191011900000001	100	11493	158	78.5	0.00785	100	12.965759852033807	109.64476680755615	148.25
p01-s01-c0014-sb0003	p01-s01-c0014	c0014	sb0003	668	10000	0.0001	100000	1000000000	0.5	1e-10	157	3.5358939177001654	0.9555689447607078	34.32568534137519	22.50678032773029	0.6993121089880616	0.9555689447607078	0.09305028	57.00000000000001	0.2856285764561095	1.3546072948139143	-0.06787814906551604	0.018654753	0.0007300909548695355	0	100	57	5.7e-08	2535347	5	527	268	100	34.32564981150695	22.506777687522803	0.7678093837611043	0.018654715	100	11508	155	91.0	0.0091	100	10.536360810951253	109.7926435470581	162.58984375
p01-s01-c0015-sb0001	p01-s01-c0015	c0015	sb0001	666	100000	1e-05	10000	1000000000	0.5	1e-10	155	3.528637596629205	0.9547800290785614	34.077508661354685	22.114123021824067	0.6996510337372982	0.9547800290785614	0.094111171	55.00000000000001	-0.4394422883016613	-0.4136432706626114	-0.06753922431627946	0.006477342999999997	6.010937912745394e-05	0	100	55	5.5e-08	25346258	6	606	271	100	34.07747455167799	22.11412045040072	0.7662337010738786	0.006477323999999997	100	114191	147	818.5	0.008185	100	151.46412626724924	1150.0360832214355	413.33203125
p01-s01-c0015-sb0002	p01-s01-c0015	c0015	sb0002	667	100000	1e-05	10000	1000000000	0.5	1e-10	155	3.5361213005287264	0.9551036418518294	34.33349130023728	22.273521533744844	0.70113488721505	0.9551036418518294	0.094296858	55.00000000000001	0.3084343990738203	0.30417479766424727	-0.06605537083852764	0.006849137000000009	5.9811361241174385e-05	0	100	55	5.5e-08	25338051	5	590	271	100	34.33345744068045	22.27351942793183	0.7678587699302102	0.0068491160000000075	100	113622	153	818.0	0.00818	100	104.37056431771683	1149.7831497192383	533.328125
p01-s01-c0015-sb0003	p01-s01-c0015	c0015	sb0003	668	100000	1e-05	10000	1000000000	0.5	1e-10	154	3.5335853849719365	0.9549976417408712	34.24653476934032	22.221057710840064	0.7015323875151609	0.9549976417408712	0.093628361	54.0	0.054382942472086526	0.06791487553103881	-0.06565787053841676	0.00524184600000001	4.659482451568004e-05	0	100	54	5.4e-08	25336518	5	581	265	100	34.24650086925778	22.221055071863006	0.7673081020630496	0.005241816000000002	100	113626	149	853.5	0.008535	100	102.13060458901843	1149.7058477401733	578.859375
p01-s01-c0016-sb0001	p01-s01-c0016	c0016	sb0001	666	100	0.001	1000000	100000000	0.0909090909091	0.0	100	3.525221250125873	0.954623333347783	33.96128672404138	22.037758032434542	0.7654920682088748	0.954623333347783	0.100667573	0.0	-0.7789953058721322	-0.7575371283332077	-0.0016981898447028243	0.03766800199999999	0.0016615937662925904	0	100	0	0.0	0	0	0	0	100	33.96128672404138	22.037758032434542	0.7654920682088748	0.03766800199999999	73	57	57	3.0	0.03	57	0.39341652180107	0.14902305603027344	105.7421875
p01-s01-c0016-sb0002	p01-s01-c0016	c0016	sb0002	667	100	0.001	1000000	100000000	0.0909090909091	0.0	100	3.507117797590256	0.954332197200631	33.35200190145628	21.89726544088995	0.7615609534390668	0.954332197200631	0.09455789	0.0	-2.559076630028234	-1.3902163137379908	-0.005629304614510833	0.03161616100000001	0.0015125333047585395	0	100	0	0.0	0	0	0	0	100	33.35200190145628	21.89726544088995	0.7615609534390668	0.03161616100000001	63	51	51	3.0	0.03	51	0.10301390663371421	0.1494903564453125	105.4140625
p01-s01-c0016-sb0003	p01-s01-c0016	c0016	sb0003	668	100	0.001	1000000	100000000	0.0909090909091	0.0	100	3.536053594344889	0.9556575914447678	34.3311667892563	22.551774533275893	0.7678442818690725	0.9556575914447678	0.090456478	0.0	0.301643127682083	1.5572293476891375	0.0006540238154948419	0.03394475299999999	0.001671365025568933	0	100	0	0.0	0	0	0	0	100	34.3311667892563	22.551774533275893	0.7678442818690725	0.03394475299999999	76	56	56	2.0	0.02	56	0.1029362665838562	0.15064620971679688	105.5390625
p01-s01-c0017-sb0001	p01-s01-c0017	c0017	sb0001	666	10000	1e-05	10000	100000000	0.0909090909091	0.0	100	3.535761047271846	0.9550487278145706	34.32112477585038	22.24631142528916	0.7677807560793126	0.9550487278145706	0.093495457	0.0	0.27230446724253454	0.18163972970619557	0.0005904980257349646	0.003987568000000002	2.3021986275777874e-05	0	100	0	0.0	0	0	0	0	100	34.32112477585038	22.24631142528916	0.7677807560793126	0.003987568000000002	100	100	100	89.5	0.00895	100	10.738033951551188	10.596991539001465	106.375
p01-s01-c0017-sb0002	p01-s01-c0017	c0017	sb0002	667	10000	1e-05	10000	100000000	0.0909090909091	0.0	100	3.531135793690271	0.9548482296899081	34.16274742061871	22.14752584743038	0.7667763950253721	0.9548482296899081	0.093565474	0.0	-0.19040945860413494	-0.2632205881390792	-0.0004138630282055633	0.0041598789999999965	2.632755377697772e-05	0	100	0	0.0	0	0	0	0	100	34.16274742061871	22.14752584743038	0.7667763950253721	0.0041598789999999965	100	100	100	84.0	0.0084	100	5.43834977238439	10.601287841796875	106.6328125
