cell_id	seed_block_id	response	window	start_generation	end_generation	mean	median	sd	cv	q05	q95	lag1_autocorrelation	integrated_autocorrelation_time
p01-s02-c0021	sb0007	D2	3	151	200	22.20604928082828	22.206165912047105	0.0009065590397970503	4.082486841005677e-05	22.204680724434976	22.207353124428817	0.890984549310717	9.557979397167715
p01-s02-c0021	sb0007	D2	4	201	250	22.206296515567015	22.206336012563455	0.0005729384561183964	2.580072078731166e-05	22.20534415950861	22.20714632592471	0.6753717493375602	4.427224409021788
p01-s02-c0021	sb0007	evenness	1	51	100	0.7671905219100542	0.7671919149435343	6.227131428173157e-06	8.116799217839177e-06	0.7671769419093959	0.7671974298809535	0.8861876832221103	9.564277343408945
p01-s02-c0021	sb0007	evenness	2	101	150	0.7671905961197447	0.7671899575424237	5.404160485452408e-06	7.044091146040215e-06	0.7671825431808011	0.7672002372765208	0.8348393459258896	5.895972290565745
p01-s02-c0021	sb0007	evenness	3	151	200	0.7671905563205023	0.7671888281336549	7.938918947996082e-06	1.03480404999661e-05	0.7671808233278362	0.7672038664924563	0.8858414762562492	10.272808559503943
p01-s02-c0021	sb0007	evenness	4	201	250	0.7671938800287326	0.7671920896377713	5.822609711549817e-06	7.58948925834986e-06	0.767186644342452	0.767204221591976	0.7335918105195643	5.043000488423616
p01-s02-c0021	sb0007	TV	1	51	100	8.691598000000263e-05	8.839750000000421e-05	9.364284000198898e-06	0.10773949738815133	7.15275499999927e-05	0.00010170300000000339	0.6993230102510244	8.62089357316166
p01-s02-c0021	sb0007	TV	2	101	150	9.223114000000023e-05	9.106600000000238e-05	9.014882742307698e-06	0.09774228901765364	8.132289999999783e-05	0.00010684810000000061	0.7586911432402632	6.136942238958968
p01-s02-c0021	sb0007	TV	3	151	200	9.050698000000377e-05	9.063150000000565e-05	7.77644773184434e-06	0.08592097241388472	7.68881000000081e-05	0.00010288245000000936	0.6971538967618361	3.298760687208105
p01-s02-c0021	sb0007	TV	4	201	250	8.837101999999855e-05	8.993500000000199e-05	7.4853136438327e-06	0.08470326181402933	7.535439999999577e-05	9.871314999999565e-05	0.6484999527230977	8.06397773279815
p01-s02-c0021	sb0008	D0	1	51	100	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0008	D0	2	101	150	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0008	D0	3	151	200	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0008	D0	4	201	250	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0008	D1	1	51	100	34.22717201149072	34.227282382350914	0.0011813754296902822	3.451571836825057e-05	34.22527969147956	34.229002595647344	0.9150553302099778	13.476099149843677
p01-s02-c0021	sb0008	D1	2	101	150	34.22736262904525	34.22714957121052	0.0016457128110057007	4.808178850476645e-05	34.224602080079016	34.229846428882	0.9331164820226268	9.861193325672328
p01-s02-c0021	sb0008	D1	3	151	200	34.22761511958747	34.227748219872595	0.001048709621598732	3.063928403818547e-05	34.225508229211314	34.22895853292774	0.8303788533824717	7.596767831199542
p01-s02-c0021	sb0008	D1	4	201	250	34.22807386803786	34.22781249851596	0.0012761071099526091	3.728246920561419e-05	34.226225060028696	34.23043864129257	0.8827992572822734	9.965742035751555
p01-s02-c0021	sb0008	D2	1	51	100	22.20554614705023	22.20550876697243	0.0010665938190676607	4.8032766769366144e-05	22.20397388884475	22.207108277024773	0.9454483731100145	15.458474875734387
p01-s02-c0021	sb0008	D2	2	101	150	22.205494289358818	22.205349465552096	0.0009310615207703408	4.192933103121773e-05	22.20393331491759	22.206941108561765	0.8727243576272188	8.761982809128883
p01-s02-c0021	sb0008	D2	3	151	200	22.20594029204481	22.205983665904874	0.0005497178768223905	2.4755442444350115e-05	22.205046176409002	22.20681035824372	0.6499484527611895	3.0204123734052346
p01-s02-c0021	sb0008	D2	4	201	250	22.20582399291405	22.205761360427886	0.0007761533288383945	3.495269209942705e-05	22.204508533672442	22.207072856999343	0.8369948248574476	8.88561820662003
