run_id	cell_id	cell	seed_block_id	generation	feedback_exposure	D0	shannon	D1	D2	evenness	top_frequency	TV	jensen_shannon	turnover	mutant_richness	mutant_abundance_fraction	root_D0	root_D1	root_D2	root_evenness	mean_adult_richness	mean_adult_gene_diversity	realized_host_feedback	expected_host_feedback_after_migration
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	47	0.0	100	3.533085331212703	34.229413941912	22.20699674313845	0.7671997317194997	0.093438123	8.148400000000035e-05	1.0772257904536669e-08	3.052000000001236e-05	0	0.0	100	34.229413941912	22.20699674313845	0.7671997317194997	3.37	0.5032433995226768	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	48	0.0	100	3.533097603420928	34.22983401498493	22.207535316072413	0.7672023965956563	0.093435577	8.561700000000687e-05	1.1443944210085865e-08	3.600999999999946e-05	0	0.0	100	34.22983401498493	22.207535316072413	0.7672023965956563	3.26	0.5347223897045189	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	49	0.0	100	3.533078693948886	34.229186753015334	22.20700425601707	0.7671982904559744	0.093440832	7.985500000000449e-05	1.061350602504102e-08	3.942600000000362e-05	0	0.0	100	34.229186753015334	22.20700425601707	0.7671982904559744	3.49	0.5389102559370458	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	50	0.0	100	3.533082836077209	34.229328534992895	22.20674651352876	0.7671991899077115	0.093449683	7.837700000001301e-05	1.0392481253264071e-08	4.4436000000009154e-05	0	0.0	100	34.229328534992895	22.20674651352876	0.7671991899077115	3.33	0.5042007474957744	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	51	0.0	100	3.5330766814105576	34.22911786553436	22.20661314585122	0.7671978534388292	0.093452316	9.119900000001003e-05	1.148041062365543e-08	3.9613999999993594e-05	0	0.0	100	34.22911786553436	22.20661314585122	0.7671978534388292	3.44	0.5288965595696743	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	52	0.0	100	3.533050805758918	34.22823217626349	22.206205887237132	0.7671922346124678	0.093453776	9.030300000001124e-05	1.224062700145971e-08	3.782600000001079e-05	0	0.0	100	34.22823217626349	22.206205887237132	0.7671922346124678	3.27	0.5326139480791923	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	53	0.0	100	3.533038677087449	34.22781703579801	22.206089669091504	0.7671896009049219	0.093452053	9.290999999999816e-05	1.3477146612647267e-08	4.3483000000004286e-05	0	0.0	100	34.22781703579801	22.206089669091504	0.7671896009049219	3.3	0.499183454928011	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	54	0.0	100	3.5330362918947094	34.22773539595469	22.206012247306322	0.7671890829668994	0.093452308	9.544600000000583e-05	1.347097664802173e-08	4.022200000000035e-05	0	0.0	100	34.22773539595469	22.206012247306322	0.7671890829668994	3.44	0.5343216792338636	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	55	0.0	100	3.5329925391072505	34.22623786988342	22.20510843924343	0.7671795821698187	0.093458007	9.534300000000841e-05	1.2253660588079394e-08	4.571200000000496e-05	0	0.0	100	34.22623786988342	22.20510843924343	0.7671795821698187	3.47	0.5397251838555349	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	56	0.0	100	3.533000683706371	34.22651663000546	22.205487722858372	0.7671813507470464	0.093450135	8.841100000000633e-05	1.1311676078904671e-08	4.533499999998772e-05	0	0.0	100	34.22651663000546	22.205487722858372	0.7671813507470464	3.57	0.5637784236213287	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	57	0.0	100	3.5330118370246772	34.22689837136879	22.205426429217404	0.767183772659344	0.093451558	8.53540000000007e-05	1.0926846235617421e-08	4.047799999999527e-05	0	0.0	100	34.22689837136879	22.205426429217404	0.767183772659344	3.3	0.5123695077059434	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	58	0.0	100	3.533008588078596	34.2267871702021	22.205286549394888	0.7671830671596666	0.093451948	8.708500000000378e-05	1.0891294956300895e-08	3.5362000000008014e-05	0	0.0	100	34.2267871702021	22.205286549394888	0.7671830671596666	3.33	0.506244058716595	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	59	0.0	100	3.533006515603337	34.226716236105986	22.204760423480863	0.767182617127382	0.093456544	8.943699999999424e-05	1.025859045142635e-08	4.656200000001609e-05	0	0.0	100	34.226716236105986	22.204760423480863	0.767182617127382	3.23	0.5094917772920439	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	60	0.0	100	3.53301198957825	34.226903592804824	22.204935321976738	0.7671838057859315	0.093452012	9.1468000000005e-05	9.518322590641338e-09	4.376900000000261e-05	0	0.0	100	34.226903592804824	22.204935321976738	0.7671838057859315	3.51	0.5302844331819316	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	61	0.0	100	3.532983436911527	34.22592633738527	22.204375704617206	0.7671776056531308	0.093452291	9.135899999999504e-05	9.581553078078087e-09	3.488799999997637e-05	0	0.0	100	34.22592633738527	22.204375704617206	0.7671776056531308	3.29	0.5133011154504176	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	62	0.0	100	3.5329942112489356	34.22629510105033	22.20464061364024	0.767179945270772	0.093457203	7.409100000000006e-05	7.835616884613868e-09	5.264099999998951e-05	0	0.0	100	34.22629510105033	22.20464061364024	0.767179945270772	3.37	0.514792523147657	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	63	0.0	100	3.5329819866495042	34.2258767008601	22.2043307570485	0.7671772907327339	0.093452982	7.470099999998755e-05	8.634666528956859e-09	3.887200000000479e-05	0	0.0	100	34.2258767008601	22.2043307570485	0.7671772907327339	3.51	0.5726693758480115	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	64	0.0	100	3.532975702789724	34.22566163092579	22.204342234802443	0.76717592620992	0.093458819	8.913500000000966e-05	1.1862537949121904e-08	4.240700000001017e-05	0	0.0	100	34.22566163092579	22.204342234802443	0.76717592620992	3.47	0.5353518419637201	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	65	0.0	100	3.532995701409645	34.22634610376853	22.204712085065413	0.7671802688550587	0.093456444	8.695600000000099e-05	1.2785182279362626e-08	5.2403000000009886e-05	0	0.0	100	34.22634610376853	22.204712085065413	0.7671802688550587	3.33	0.5160369736835674	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	66	0.0	100	3.5329637212127767	34.22525155598406	22.203709331278116	0.7671733244435437	0.093460056	9.371199999999271e-05	1.3162628241953688e-08	3.774799999999609e-05	0	0.0	100	34.22525155598406	22.203709331278116	0.7671733244435437	3.39	0.532301294804968	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	67	0.0	100	3.5329977725645514	34.226416991906596	22.204405628093575	0.7671807186006322	0.093457003	9.265199999998317e-05	1.2339584403122028e-08	3.772500000000646e-05	0	0.0	100	34.226416991906596	22.204405628093575	0.7671807186006322	3.48	0.5537451770545422	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	68	0.0	100	3.5330111607997177	34.22687522629365	22.204582639404695	0.7671836258189598	0.093452256	9.764199999999536e-05	1.2359160745903682e-08	3.6462000000003406e-05	0	0.0	100	34.22687522629365	22.204582639404695	0.7671836258189598	3.46	0.5290498441161775	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	69	0.0	100	3.5330194752605997	34.22715980549189	22.205316187215757	0.7671854312812003	0.093441459	9.687499999998006e-05	1.3096002515454628e-08	5.06139999999902e-05	0	0.0	100	34.22715980549189	22.205316187215757	0.7671854312812003	3.42	0.5160077949229005	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	70	0.0	100	3.5330378404866165	34.22778840078976	22.205609540391464	0.7671894192393593	0.093443338	9.005399999998696e-05	1.2818698525021984e-08	4.658699999999776e-05	0	0.0	100	34.22778840078976	22.205609540391464	0.7671894192393593	3.43	0.5349831024822912	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	71	0.0	100	3.5330605501480505	34.22856571110217	22.206255101224983	0.7671943505796827	0.093440214	8.624000000000245e-05	1.2158791187216972e-08	4.2325000000012616e-05	0	0.0	100	34.22856571110217	22.206255101224983	0.7671943505796827	3.35	0.5102346419904873	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	72	0.0	100	3.5330537393327672	34.22833258745759	22.206075477994673	0.7671928716299352	0.093441181	7.868499999999682e-05	1.1250897591340021e-08	3.940999999999843e-05	0	0.0	100	34.22833258745759	22.206075477994673	0.7671928716299352	3.4	0.5396479898917235	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	73	0.0	100	3.533030565151995	34.22753938308164	22.205667288371487	0.7671878394205193	0.09343974	7.768100000000129e-05	1.0992214799020836e-08	3.561300000000313e-05	0	0.0	100	34.22753938308164	22.205667288371487	0.7671878394205193	3.28	0.5152591817472728	0.0	0.0
