run_id	cell_id	cell	seed_block_id	panel	H	B	HB	alpha_target	alpha	m	source_role	source_run_id	D0_tail_mean	D0_tail_sd	D1_tail_mean	D1_tail_sd	D2_tail_mean	D2_tail_sd	evenness_tail_mean	evenness_tail_sd	TV_tail_mean	TV_tail_sd	TV_51_75_mean	TV_76_100_mean	TV_late_change
p01-s03-c0071-v210-adaptive-g1000-sb0008	p01-s03-c0071	c0071	sb0008	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.001	new-simulation	p01-s03-c0071-v210-adaptive-g1000-sb0008	100.0	0.0	34.27388939007793	0.04410135624083898	22.245618500966888	0.02187289475502376	0.7674815192603828	0.0002793921972928629	0.005231459379999994	0.0006528941564079623	0.004669172279999996	0.005793746479999992	0.0011245741999999954
p01-s03-c0071-v210-adaptive-g1000-sb0009	p01-s03-c0071	c0071	sb0009	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.001	new-simulation	p01-s03-c0071-v210-adaptive-g1000-sb0009	100.0	0.0	34.21332514044778	0.021219681565803325	22.247214516386926	0.021621020526565844	0.767097601389935	0.00013469062523353644	0.005291718980000001	0.0007040459378021087	0.004695754440000002	0.00588768352	0.0011919290799999984
p01-s03-c0071-v210-adaptive-g1000-sb0010	p01-s03-c0071	c0071	sb0010	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.001	new-simulation	p01-s03-c0071-v210-adaptive-g1000-sb0010	100.0	0.0	34.14754808814351	0.030210508775965123	22.14688957987037	0.014563181979040048	0.7666796793910724	0.00019206716979506495	0.004728790779999997	0.00039858292943398006	0.004383985319999999	0.005073596239999995	0.0006896109199999965
p01-s03-c0071-v210-adaptive-g1000-sb0011	p01-s03-c0071	c0071	sb0011	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.001	new-simulation	p01-s03-c0071-v210-adaptive-g1000-sb0011	100.0	0.0	34.00934322714116	0.02767958665302334	22.048339143102815	0.03721465281866154	0.7657990520847293	0.00017671883548196527	0.005582957980000004	0.0010094019127130285	0.004667879720000001	0.006498036240000007	0.001830156520000006
p01-s03-c0071-v210-adaptive-g1000-sb0012	p01-s03-c0071	c0071	sb0012	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.001	new-simulation	p01-s03-c0071-v210-adaptive-g1000-sb0012	100.0	0.0	34.13818676084701	0.022766949428291116	22.173474140650868	0.012194829669016792	0.7666201776587416	0.00014482845622710756	0.004831528720000001	0.00026241447008144576	0.004744542039999997	0.0049185154000000045	0.00017397336000000724
p01-s03-c0072-v210-adaptive-g1000-sb0001	p01-s03-c0072	c0072	sb0001	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0001	100.0	0.0	34.26277865608738	0.021372605658781095	22.264458890766015	0.013467931503415183	0.7674112489199116	0.00013544845856583332	0.003827013079999998	0.00023891927687792302	0.0037683623999999983	0.0038856637599999975	0.0001173013599999992
p01-s03-c0072-v210-adaptive-g1000-sb0002	p01-s03-c0072	c0072	sb0002	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0002	100.0	0.0	34.18956701043389	0.046973180429323184	22.158548057111485	0.04180274547247799	0.7669465996271531	0.0002982370131316656	0.0034695636599999997	0.00030005985190826494	0.0032463393599999977	0.0036927879600000017	0.000446448600000004
p01-s03-c0072-v210-adaptive-g1000-sb0003	p01-s03-c0072	c0072	sb0003	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0003	100.0	0.0	34.22269981309911	0.05244869304370729	22.216992817430633	0.03432388239304981	0.7671568839258976	0.00033287762942139736	0.003815950899999997	0.00021386594422982742	0.0036514943199999995	0.003980407479999995	0.00032891315999999515
p01-s03-c0072-v210-adaptive-g1000-sb0004	p01-s03-c0072	c0072	sb0004	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0004	100.0	0.0	34.23963910943501	0.020694290288353883	22.231776340825913	0.01817836102660539	0.7672645503868438	0.0001312366028805522	0.003600113099999994	0.00023986712358059104	0.0034793316399999935	0.003720894559999993	0.00024156291999999965
p01-s03-c0072-v210-adaptive-g1000-sb0005	p01-s03-c0072	c0072	sb0005	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0005	100.0	0.0	34.305925383965494	0.03004531841052254	22.256278803841465	0.015542311472936004	0.7676844877126452	0.00019020305401669214	0.004184829040000001	0.0004025771313074747	0.003828745599999998	0.0045409124800000035	0.0007121668800000053
p01-s03-c0072-v210-adaptive-g1000-sb0006	p01-s03-c0072	c0072	sb0006	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0006	100.0	0.0	34.18514403839185	0.023395660922231918	22.188909528400515	0.015161810406576434	0.7669186572253858	0.00014861947708910982	0.0037391075600000045	0.00033885349620099784	0.003560686240000002	0.003917528880000007	0.0003568426400000048
p01-s03-c0072-v210-adaptive-g1000-sb0007	p01-s03-c0072	c0072	sb0007	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0007	100.0	0.0	34.214257409389674	0.01413279074645971	22.18788421253469	0.008824124820723053	0.7671035410725037	8.969103798601721e-05	0.003880395159999993	0.0001601977876791075	0.003782960919999992	0.0039778293999999945	0.00019486848000000237
p01-s03-c0072-v210-adaptive-g1000-sb0008	p01-s03-c0072	c0072	sb0008	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0008	100.0	0.0	34.25316920179282	0.037081321773150086	22.226350786550107	0.019361913776596136	0.7673502552321392	0.00023507810424250054	0.0038779551399999944	0.00047246005712894406	0.003479040239999995	0.004276870039999994	0.0007978297999999993
p01-s03-c0072-v210-adaptive-g1000-sb0009	p01-s03-c0072	c0072	sb0009	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0009	100.0	0.0	34.215712336528576	0.02168741287497536	22.236438276177264	0.01937748328101226	0.7671127502452593	0.00013765196432428888	0.00395345718	0.00041906311367322134	0.00368695496	0.004219959399999999	0.0005330044399999988
p01-s03-c0072-v210-adaptive-g1000-sb0010	p01-s03-c0072	c0072	sb0010	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0010	100.0	0.0	34.15794946993693	0.021716935437108825	22.156648534174614	0.013224489516495538	0.7667458528677409	0.0001380419598655004	0.0034865757199999984	0.00018706661800982347	0.0033531778400000024	0.003619973599999995	0.0002667957599999924
p01-s03-c0072-v210-adaptive-g1000-sb0011	p01-s03-c0072	c0072	sb0011	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0011	100.0	0.0	34.07663818355874	0.013938887904736113	22.098981379633365	0.019842460888430027	0.7662283537312798	8.882215817541501e-05	0.0039778670600000045	0.0006311900044475254	0.0034224479200000023	0.004533286200000005	0.001110838280000003
p01-s03-c0072-v210-adaptive-g1000-sb0012	p01-s03-c0072	c0072	sb0012	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	new-simulation	p01-s03-c0072-v210-adaptive-g1000-sb0012	100.0	0.0	34.17913367762792	0.02463510405944274	22.183740398819285	0.012524002049139766	0.7668804700509222	0.00015652577699615806	0.00350660678	0.00023775946272945825	0.0034951021999999974	0.003518111360000002	2.3009160000004615e-05
p01-s03-c0073-v210-adaptive-g1000-sb0001-reused	p01-s03-c0073	c0073	sb0001	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0001	100.0	0.0	34.238691061814855	0.01731913121500615	22.2178766135768	0.012837998367884771	0.767258549440309	0.00010984405689874895	0.001221907520000001	0.0001338836583963895	0.0012799016399999993	0.0011639134000000027	-0.00011598823999999668
p01-s03-c0073-v210-adaptive-g1000-sb0002-reused	p01-s03-c0073	c0073	sb0002	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0002	100.0	0.0	34.198728095672294	0.0136368158215917	22.179836482218672	0.011020530291943912	0.7670049602152499	8.658135469593029e-05	0.0012831415400000018	0.00010006777040773746	0.0012903808799999998	0.001275902200000004	-1.4478679999995825e-05
p01-s03-c0073-v210-adaptive-g1000-sb0003-reused	p01-s03-c0073	c0073	sb0003	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0003	100.0	0.0	34.24312008121942	0.019962566599684754	22.218168998907966	0.014604095743948166	0.7672866282366299	0.00012658980718451422	0.001280684279999997	8.988900341521901e-05	0.0012795267199999943	0.0012818418399999996	2.315120000005288e-06
p01-s03-c0073-v210-adaptive-g1000-sb0004-reused	p01-s03-c0073	c0073	sb0004	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0004	100.0	0.0	34.223183712338546	0.008033470078764284	22.205291413760452	0.009249460475054164	0.76716019844033	5.0971380656522345e-05	0.0012660728399999965	0.00013604474227814112	0.0012326249199999932	0.0012995207600000002	6.689584000000703e-05
p01-s03-c0073-v210-adaptive-g1000-sb0005-reused	p01-s03-c0073	c0073	sb0005	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0005	100.0	0.0	34.23723590177379	0.0178929988846621	22.213860844455038	0.009223614370468682	0.7672493185518219	0.00011348446611585438	0.0013317485200000023	0.00014193170085862377	0.0013294544799999997	0.0013340425600000046	4.588080000004916e-06
p01-s03-c0073-v210-adaptive-g1000-sb0006-reused	p01-s03-c0073	c0073	sb0006	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0006	100.0	0.0	34.21800584639731	0.017682736187084314	22.198059122296044	0.01051464066035032	0.7671273196754385	0.00011220162555857299	0.0012337830000000026	0.0001512751903347573	0.0012141817999999996	0.0012533842000000057	3.920240000000611e-05
p01-s03-c0073-v210-adaptive-g1000-sb0007-reused	p01-s03-c0073	c0073	sb0007	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0007	100.0	0.0	34.20753948619554	0.015300300081207786	22.193300079390575	0.01165119966887852	0.7670608971853216	9.712645419622733e-05	0.0012905468599999958	0.0001507486187065027	0.0013797997999999952	0.0012012939199999967	-0.00017850587999999846
p01-s03-c0073-v210-adaptive-g1000-sb0008-reused	p01-s03-c0073	c0073	sb0008	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0008	100.0	0.0	34.2383821484026	0.0216318822619439	22.2097371030507	0.01607610850212818	0.767256575007273	0.00013719222099420678	0.0013723258799999958	0.00015831483767488654	0.0012613120399999963	0.0014833397199999951	0.00022202767999999888
p01-s03-c0073-v210-adaptive-g1000-sb0009-reused	p01-s03-c0073	c0073	sb0009	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0009	100.0	0.0	34.23358832526078	0.014429265195461219	22.215074088160492	0.011739162017915798	0.7672261929821373	9.15266740553465e-05	0.001235373479999998	0.00016521716576085486	0.0011924439199999975	0.0012783030399999985	8.585912000000102e-05
p01-s03-c0073-v210-adaptive-g1000-sb0010-reused	p01-s03-c0073	c0073	sb0010	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0010	100.0	0.0	34.20481010798026	0.014675124135968975	22.19555837540733	0.012437783811282183	0.7670435722829317	9.315193274251298e-05	0.0011774159200000007	0.00011023587996781657	0.001156251280000001	0.0011985805600000002	4.2329279999999336e-05
p01-s03-c0073-v210-adaptive-g1000-sb0011-reused	p01-s03-c0073	c0073	sb0011	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0011	100.0	0.0	34.20882863312687	0.014994833060386528	22.190564730266306	0.009948873207055973	0.7670690812952072	9.51838299040963e-05	0.0013534161000000042	0.00010743952010303011	0.0013150099200000024	0.001391822280000006	7.681236000000365e-05
p01-s03-c0073-v210-adaptive-g1000-sb0012-reused	p01-s03-c0073	c0073	sb0012	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	reused-passage-100	p01-s03-c0037-v210-m010-g100-sb0012	100.0	0.0	34.22417938771421	0.017231528416006944	22.202468249917775	0.012424105032915694	0.767166494829363	0.00010933779926383204	0.0012650171599999983	0.00017386347875852283	0.0011762609999999938	0.0013537733200000026	0.0001775123200000088
p01-s03-c0074-v210-adaptive-g1000-sb0001	p01-s03-c0074	c0074	sb0001	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0001	100.0	0.0	34.22809639729828	0.005932930677803712	22.206266055488346	0.004083561875521604	0.7671913700187106	3.7641015680514776e-05	0.00035734208000000165	4.208143465382518e-05	0.0003642843200000007	0.00035039984000000254	-1.3884479999998168e-05
p01-s03-c0074-v210-adaptive-g1000-sb0002	p01-s03-c0074	c0074	sb0002	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0002	100.0	0.0	34.224175845044854	0.00469056559404954	22.202584946315874	0.0031319607603448297	0.7671664973282821	2.9760858459191784e-05	0.0003623105000000031	3.66663011570681e-05	0.00036397220000000327	0.00036064880000000307	-3.3234000000001993e-06
p01-s03-c0074-v210-adaptive-g1000-sb0003	p01-s03-c0074	c0074	sb0003	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0003	100.0	0.0	34.230137137845546	0.0051771529155787204	22.20801679055095	0.004268898089125802	0.7672043171039731	3.2844348521312266e-05	0.0003603007799999987	3.0578974049664823e-05	0.0003622829599999991	0.00035831859999999825	-3.964360000000857e-06
p01-s03-c0074-v210-adaptive-g1000-sb0004	p01-s03-c0074	c0074	sb0004	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0004	100.0	0.0	34.22721344529427	0.004174706055789608	22.205866389664507	0.0034765669014398854	0.7671857700048341	2.648521827354145e-05	0.0003684916799999998	3.77982547402098e-05	0.00036025307999999827	0.00037673028000000135	1.647720000000309e-05
p01-s03-c0074-v210-adaptive-g1000-sb0005	p01-s03-c0074	c0074	sb0005	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0005	100.0	0.0	34.229485569292265	0.0053705349325267205	22.207284719422827	0.0035759532778306545	0.7672001834951822	3.406934755945166e-05	0.00036323071999999905	3.25541679208994e-05	0.0003579549999999957	0.00036850644000000247	1.0551440000006781e-05
p01-s03-c0074-v210-adaptive-g1000-sb0006	p01-s03-c0074	c0074	sb0006	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0006	100.0	0.0	34.22691898540077	0.004778685458898909	22.204993109603283	0.0032127246092431487	0.7671839013677338	3.031745392186139e-05	0.0003462536200000022	4.0783578320297574e-05	0.0003437978799999989	0.00034870936000000555	4.9114800000066685e-06
p01-s03-c0074-v210-adaptive-g1000-sb0007	p01-s03-c0074	c0074	sb0007	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0007	100.0	0.0	34.22552898632473	0.005278529791084896	22.20430626870227	0.003876740134917119	0.7671750821039539	3.34896553594508e-05	0.00036684274000000033	4.1067803012055605e-05	0.0003669797200000021	0.00036670575999999853	-2.7396000000355246e-07
p01-s03-c0074-v210-adaptive-g1000-sb0008	p01-s03-c0074	c0074	sb0008	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0008	100.0	0.0	34.22892017503163	0.005626565093612492	22.20625762388037	0.004273843119159995	0.7671965964247698	3.569464417946945e-05	0.0003593979999999976	4.0521596811112466e-05	0.0003504647999999965	0.00036833119999999856	1.7866400000002042e-05
p01-s03-c0074-v210-adaptive-g1000-sb0009	p01-s03-c0074	c0074	sb0009	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0009	100.0	0.0	34.22914012053509	0.004811186982263793	22.20714960824315	0.004097531856860801	0.7671979925209494	3.0521046295236024e-05	0.0003691053199999999	2.7909432264451745e-05	0.00036845327999999913	0.0003697573600000007	1.3040800000015638e-06
p01-s03-c0074-v210-adaptive-g1000-sb0010	p01-s03-c0074	c0074	sb0010	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0010	100.0	0.0	34.22596265279336	0.005095652059925047	22.205142381688855	0.0040654556116199204	0.7671778336986251	3.232820885721307e-05	0.0003544275399999998	2.9816222840218185e-05	0.0003493464800000016	0.00035950859999999806	1.016211999999646e-05
p01-s03-c0074-v210-adaptive-g1000-sb0011	p01-s03-c0074	c0074	sb0011	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0011	100.0	0.0	34.22665887409275	0.005071709229940553	22.20421230273821	0.0032649155562659597	0.7671822508643177	3.21782467554887e-05	0.0003744758000000021	3.528746468243737e-05	0.00037595076000000065	0.0003730008400000035	-2.949919999997166e-06
p01-s03-c0074-v210-adaptive-g1000-sb0012	p01-s03-c0074	c0074	sb0012	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	new-simulation	p01-s03-c0074-v210-adaptive-g1000-sb0012	100.0	0.0	34.22802501529757	0.005679447130781373	22.205752139882602	0.004513301608611568	0.7671909174296695	3.603050654249456e-05	0.00036724594000000235	3.5992579232567066e-05	0.0003569542000000004	0.0003775376800000044	2.0583480000004007e-05
p01-s03-c0075-v210-adaptive-g1000-sb0001	p01-s03-c0075	c0075	sb0001	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0001	100.0	0.0	34.22780309947755	0.001477579020334833	22.20591738006467	0.0011630501995493123	0.7671895122921671	9.374106429013332e-06	0.00010813847999999853	1.0331475300622443e-05	0.00010817487999999608	0.00010810208000000097	-7.279999999510454e-08
p01-s03-c0075-v210-adaptive-g1000-sb0002	p01-s03-c0075	c0075	sb0002	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0002	100.0	0.0	34.22777292340181	0.0015187465211284094	22.20569647966334	0.0010569982784900118	0.7671893208385154	9.635230247179053e-06	0.00011343418000000195	1.0080537843380747e-05	0.00011602008000000207	0.00011084828000000182	-5.171800000000254e-06
p01-s03-c0075-v210-adaptive-g1000-sb0003	p01-s03-c0075	c0075	sb0003	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0003	100.0	0.0	34.22822069709767	0.0014005490188450168	22.20627845812671	0.0011981775252720146	0.7671921616093623	8.885209359248703e-06	0.00010910098000000097	1.164513981390259e-05	0.0001098821600000008	0.00010831980000000113	-1.562359999999669e-06
p01-s03-c0075-v210-adaptive-g1000-sb0004	p01-s03-c0075	c0075	sb0004	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0004	100.0	0.0	34.227853714350154	0.0016397766685882689	22.206048327888755	0.0012200577664781202	0.7671898333557204	1.040302717668744e-05	0.00011021265999999977	9.535121652232456e-06	0.00010949679999999764	0.00011092852000000191	1.4317200000042723e-06
p01-s03-c0075-v210-adaptive-g1000-sb0005	p01-s03-c0075	c0075	sb0005	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0005	100.0	0.0	34.22814553845361	0.001462405732911892	22.20612519508414	0.0009403198163036807	0.76719168477883	9.27769734290276e-06	0.00010742515999999983	1.1273878682392873e-05	0.00010857903999999841	0.00010627128000000127	-2.307759999997143e-06
p01-s03-c0075-v210-adaptive-g1000-sb0006	p01-s03-c0075	c0075	sb0006	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0006	100.0	0.0	34.2278741556412	0.001497868052358688	22.205817620030462	0.00103911106459832	0.7671899630791009	9.502627312403842e-06	0.00010368247999999915	1.1176025726087809e-05	0.00010365467999999745	0.00010371028000000084	5.5600000003388074e-08
p01-s03-c0075-v210-adaptive-g1000-sb0007	p01-s03-c0075	c0075	sb0007	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0007	100.0	0.0	34.22764489317228	0.0018434748915237542	22.205741976256657	0.0013748002182754392	0.7671885084906838	1.1695317100904343e-05	0.00011046401999999914	9.835646092699472e-06	0.00011152483999999956	0.00010940319999999871	-2.1216400000008466e-06
p01-s03-c0075-v210-adaptive-g1000-sb0008	p01-s03-c0075	c0075	sb0008	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0008	100.0	0.0	34.227862669558405	0.0016061910152596912	22.205857010282926	0.001221851015202709	0.767189890178955	1.0190004960677523e-05	0.00010675893999999985	9.360871613460115e-06	0.00010721800000000002	0.00010629987999999968	-9.181200000003408e-07
p01-s03-c0075-v210-adaptive-g1000-sb0009	p01-s03-c0075	c0075	sb0009	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0009	100.0	0.0	34.22829403911663	0.0015833982287388794	22.206279339052454	0.001193440373196876	0.7671926268483837	1.004523844181865e-05	0.00010712280000000001	9.905616432001686e-06	0.00010732891999999886	0.00010691668000000116	-4.122399999976947e-07
p01-s03-c0075-v210-adaptive-g1000-sb0010	p01-s03-c0075	c0075	sb0010	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0010	100.0	0.0	34.2278229638018	0.0014071135573277406	22.205896259070563	0.0011115282567453998	0.7671896383333832	8.926983499088399e-06	0.0001069054599999999	1.1376563654283496e-05	0.00010493519999999902	0.00010887572000000079	3.940520000001764e-06
p01-s03-c0075-v210-adaptive-g1000-sb0011	p01-s03-c0075	c0075	sb0011	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0011	100.0	0.0	34.22781275763088	0.0016696753536503627	22.205957062226116	0.0012420386273155992	0.76718957351028	1.0592902110183837e-05	0.00010669264000000086	1.1769619879700293e-05	0.00010806960000000114	0.00010531568000000057	-2.7539200000005715e-06
p01-s03-c0075-v210-adaptive-g1000-sb0012	p01-s03-c0075	c0075	sb0012	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.9	new-simulation	p01-s03-c0075-v210-adaptive-g1000-sb0012	100.0	0.0	34.22819539174313	0.0013297762632707058	22.206082850626117	0.0010837716204922544	0.7671920010871635	8.436189215824438e-06	0.0001091240400000009	1.1148967897616289e-05	0.00010675367999999831	0.00011149440000000351	4.740720000005199e-06
p01-s03-c0076-v210-adaptive-g1000-sb0001	p01-s03-c0076	c0076	sb0001	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0001	100.0	0.0	34.22775837764927	0.001343348300177207	22.205862213224073	0.0010596936098924265	0.7671892286031791	8.52248392300128e-06	9.092980000000032e-05	7.220408301530906e-06	9.018903999999991e-05	9.167056000000073e-05	1.4815200000008172e-06
p01-s03-c0076-v210-adaptive-g1000-sb0002	p01-s03-c0076	c0076	sb0002	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0002	100.0	0.0	34.22809183396536	0.0013286922819425349	22.205999653150016	0.0009236086768584537	0.7671913441050876	8.429395446335381e-06	9.492700000000165e-05	8.939761890177245e-06	9.68313200000006e-05	9.302268000000271e-05	-3.8086399999978914e-06
p01-s03-c0076-v210-adaptive-g1000-sb0003	p01-s03-c0076	c0076	sb0003	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0003	100.0	0.0	34.22798505292177	0.0012512737880089884	22.206108084053803	0.0010010432327502814	0.7671906666900447	7.938275695035975e-06	8.980694000000078e-05	8.508866507427765e-06	8.975855999999996e-05	8.985532000000161e-05	9.676000000164602e-08
p01-s03-c0076-v210-adaptive-g1000-sb0004	p01-s03-c0076	c0076	sb0004	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0004	100.0	0.0	34.2279749832726	0.0013251988859452992	22.206083937215524	0.0009779296312663365	0.7671906027894413	8.407214109499166e-06	8.95248800000012e-05	7.449033449531545e-06	8.952483999999776e-05	8.952492000000468e-05	8.000000691738528e-11
p01-s03-c0076-v210-adaptive-g1000-sb0005	p01-s03-c0076	c0076	sb0005	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0005	100.0	0.0	34.22794581050916	0.0011748417353075061	22.205974737568784	0.0007377162779982202	0.7671904177472558	7.453362757068103e-06	8.931340000000083e-05	7.550013842399352e-06	8.996327999999933e-05	8.866352000000233e-05	-1.2997599999970061e-06
p01-s03-c0076-v210-adaptive-g1000-sb0006	p01-s03-c0076	c0076	sb0006	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0006	100.0	0.0	34.228020514559184	0.0012918011015701323	22.205949451403384	0.0009004269367161687	0.7671908916542778	8.195321700737184e-06	8.900887999999667e-05	9.964151043925285e-06	8.892711999999789e-05	8.909063999999548e-05	1.6351999999758842e-07
p01-s03-c0076-v210-adaptive-g1000-sb0007	p01-s03-c0076	c0076	sb0007	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0007	100.0	0.0	34.22785209769248	0.0014526068299935769	22.205865662980926	0.00113879745612662	0.7671898231519431	9.215507553028915e-06	9.19632200000012e-05	8.517632202576426e-06	9.400263999999938e-05	8.9923800000003e-05	-4.078839999996383e-06
p01-s03-c0076-v210-adaptive-g1000-sb0008	p01-s03-c0076	c0076	sb0008	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.99	new-simulation	p01-s03-c0076-v210-adaptive-g1000-sb0008	100.0	0.0	34.22773564132487	0.00135416961248072	22.205823599748506	0.0009476081329289389	0.7671890843570249	8.591151175297923e-06	9.029617999999952e-05	7.958226809192113e-06	9.106232000000047e-05	8.953003999999857e-05	-1.5322800000019016e-06
